"","Text","Text_Tag","Author","Date","Label"
"7992","The folks in Washington are already forcing you to buy government health care.","health-care","Herbie McTrustram","2018/03/18","FAKE"
"7993","The Foreign Intelligence Surveillance Court is transparent.","civil-rights,legal-issues,terrorism","Nerita Franzoli","2018/03/18","FAKE"
"7994","The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""","education","Dorella Yes","2018/05/06","FAKE"
"7995","The Foundation for Government Accountability, which supported a Florida law requiring drug testing of welfare recipients, is a Koch brothers affiliated group.","drugs,florida","Odelle Lamperd","2018/02/04","FAKE"
"7996","The founders advised non-interventionism.","foreign-policy","Oliy Lantaff","2017/02/01","REAL"
"7997","The founders of New Hampshire came up with the motto Live Free or Die.","history,patriotism,states","Bonita Berzen","2017/01/30","FAKE"
"7998","The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.","history,legal-issues,privacy","Vera Rickell","2017/09/29","REAL"
"7999","The Free Flow of Information Act of 2009 would guarantee Barack Obama will never be held accountable for producing forged birth documents.","candidates-biography,obama-birth-certificate","Irma Jonas","2018/04/07","FAKE"
"8000","The Fulton County vote count will be finished by 11:30 p.m. on election night.","elections","Cortney Bengochea","2018/10/06","REAL"
"8001","The fundraising numbers are in, and our grassroots support is unmatched!","campaign-finance,elections","Giselle De la Yglesias","2017/12/20","FAKE"
"8002","The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.","economy,income","Baryram Muller","2018/01/22","REAL"
"8003","The General Assembly has no explicit constitutional authority to impose income, sales, estate and the myriad of other taxes upon us.","history,taxes","Gaynor Clyburn","2018/03/12","REAL"
"8004","The Geneva Convention did not apply, until 2005, to the war on terror.","military","Otho Ainsley","2018/04/28","FAKE"
"8005","The geography of poverty has changed fundamentally in the last 15 years, with more of it concentrated in fragile and conflict states.","foreign-policy","Diarmid Pareman","2018/10/03","REAL"
"8006","The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.","economy,jobs","Gerek Boissier","2018/01/26","FAKE"
"8007","The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year.","lottery","Meredeth Szymanski","2017/08/24","REAL"
"8008","The Georgia Regional Transportation Authority concluded that light rail in Cobb County would more than double commute time and would therefore be unsuccessful in alleviating traffic congestion.","transportation","Ethyl Whitwood","2017/07/27","FAKE"
"8009","The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.","elections","Philip Georgiev","2018/07/03","REAL"
"8010","The Georgia Senate ethics resolution doesnt define cap.","ethics","Humfried Blackler","2018/03/19","REAL"
"8011","The goal of Common Core is to instill federally determined attitudes and mindsets in students including political and religious beliefs.","education,religion","Marsiella Pyvis","2017/03/10","FAKE"
"8012","The GOP budget plan would cut nearly a million jobs.","economy,federal-budget,jobs","Hallsy Bendelow","2017/08/13","FAKE"
"8013","The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""","health-care","Mervin Guichard","2017/05/11","REAL"
"8014","The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.","abortion","Jeanelle Thalmann","2018/03/24","REAL"
"8015","The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.","education,federal-budget,abc-news-week","Betteann Adney","2017/03/04","FAKE"
"8016","The government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.","guns,homeland-security","Elvis Hatliffe","2018/01/20","FAKE"
"8017","The government does not need a warrant to read your old emails.","privacy","Zacharie Parmiter","2017/01/13","REAL"
"8018","The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.","health-care,pundits","Ursola Leithgoe","2018/08/06","FAKE"
"8019","The government is going to tell Americans they need to replace functioning stoves in their homes with government-certified stoves and use taxpayer dollars to do so.","cap-and-trade,climate-change,energy,environment","Lyndel Gilmartin","2018/06/16","FAKE"
"8020","The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.","legal-issues,religion","Ginevra Warre","2017/11/05","FAKE"
"8021","The government will go out and buy my breast pump for my babies.","health-care,taxes,women","Onfre Norquoy","2018/12/06","FAKE"
"8022","The governments twice the size it was 10 years ago. Its 30 percent bigger than it was when (Barack) Obama became president.","deficit,federal-budget,government-efficiency","Jarret Limbourne","2017/05/28","FAKE"
"8023","The Governor did not consult members of his own party before he released his [transportation] plan.","transportation","Judie Murkus","2017/05/19","FAKE"
"8024","The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.","civil-rights,families,gays-and-lesbians,government-regulation,human-rights,legal-issues,marriage,sexuality","Jourdan Stopp","2018/06/14","REAL"
"8025","The governor having a meeting ... isnt covered by the open meetings act.","transparency","Daria Josiah","2017/02/15","REAL"
"8026","The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.","corporations","Orel Kasparski","2018/10/06","REAL"
"8027","The governor must inform the Senate president about his or her absence from the state.","government-efficiency,legal-issues","Dev Storry","2018/12/12","FAKE"
"8028","The governor switched his position once again on offshore oil drilling.","energy,environment,oil-spill","Alvie Fishleigh","2017/02/22","FAKE"
"8029","The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.","elections,redistricting","Emmalynne Harman","2017/05/04","REAL"
"8030","The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.","economy,government-efficiency,state-budget","Olav Scurfield","2017/06/25","FAKE"
"8031","The Great Lakes Compact has a loophole. And the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.","environment","Shoshanna Zamboniari","2018/12/08","REAL"
"8032","The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.","economy,financial-regulation,history,taxes","Saidee Creese","2017/01/26","FAKE"
"8033","The Green Bay Packers are a socialist organization.","sports","Kali Cecere","2017/06/17","FAKE"
"8034","The Greenest County in America.","environment","Oliy Lantaff","2018/05/18","FAKE"
"8035","The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.","taxes,transportation","Jacquie Harvison","2017/11/17","FAKE"
"8036","The Greenlight Pinellas transportation plan involves a 300% tax increase.","taxes,transportation","Binnie Joutapavicius","2017/01/26","FAKE"
"8037","The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.","foreign-policy,islam,religion,terrorism","Haroun Resdale","2018/11/17","FAKE"
"8038","The growth in health care costs has been reined in through the Affordable Care Act.","health-care","Allene Bortolini","2017/10/03","FAKE"
"8039","The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.","small-business,women","Courtnay Risebrow","2018/08/07","FAKE"
"8040","The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.","diversity,guns,public-health","Gayler Kettlewell","2018/01/31","REAL"
"8041","The gun industry isthe only business in America that is wholly protected from any kind of liability.","guns,legal-issues","Mahmud Pietrzyk","2018/04/09","FAKE"
"8042","The head of the FBI has told Congress they cannot vet those (Syrian) refugees.","foreign-policy","Hayley Jedrzejewicz","2018/12/01","FAKE"
"8043","The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.","congress,taxes,technology,transparency","Allsun Vargas","2017/10/03","FAKE"
"8044","The health bill's plan for comparative effectiveness research would be used by the government to ration care.","health-care","Levi Ship","2017/05/19","FAKE"
"8045","The Health Care and Education Reconciliation Act is the largest-ever investment in higher education.","education,federal-budget","Albina Spinelli","2018/07/20","FAKE"
"8046","The health care bill ""dumps 15 to 18 million low-income Americans into a Medicaid program that none of us want to be a part of because 50 percent of doctors won't see new patients.""","health-care,poverty","Leonore Popplewell","2017/01/03","FAKE"
"8047","The health care bill cuts the deficit by over $1 trillion dollars.","federal-budget,health-care","Morey Varndell","2018/09/15","FAKE"
"8048","The health care bill has six years of costs against 10 years of tax revenue.","health-care,taxes","Minetta Fraanchyonok","2017/11/17","FAKE"
"8049","The health care bill will ""create 4 million jobs, 400,000 jobs almost immediately.""","economy,health-care","Hoebart Lochet","2018/05/03","FAKE"
"8050","The health care bill will subsidize families of four that make more than $80,000 a year.","health-care","Alla Delafoy","2017/10/12","REAL"
"8051","The health care bills will be mandated spending. You cant cut it, regardless of the budget circumstances.","federal-budget,health-care,pundits","Sherlocke Millsap","2018/05/18","FAKE"
"8052","The health care law imposes a federal mandate requiring middle-class Americans to buy health insurance whether they can afford it or not.","health-care","Danella Abad","2018/06/20","FAKE"
"8053","The health care law imposes the largest tax increase in history on the middle class.","health-care,message-machine-2012,taxes","Zelda Wildin","2018/05/06","FAKE"
"8054","The health care law includes a 3.8% sales tax on all real estate transactions.","health-care,taxes","Kristofer Brewood","2017/10/22","FAKE"
"8055","The health care law includes tort reform.","health-care,legal-issues","Kali Cecere","2017/02/01","FAKE"
"8056","The health care law is job killing.","economy,health-care","Tierney Hurch","2017/07/25","FAKE"
"8057","The health care law is the largest tax [increase] in the history of our country","health-care,taxes","Trever Loadman","2017/03/03","FAKE"
"8058","The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.","federal-budget,health-care","Cammi Skelton","2017/08/24","FAKE"
"8059","The health care law was a 2,733-page bill! . . . No amendments!","health-care","Bern Rodliff","2017/02/22","FAKE"
"8060","The health care numbers are going up.","health-care,abc-news-week","Carleton Jerger","2017/11/06","FAKE"
"8061","The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""","health-care","Amery Pellingar","2018/11/19","REAL"
"8062","The health care reform bill -- on Page 16 -- outlaws private insurance.","corporations,health-care,pundits,market-regulation","Ange Barlee","2018/03/17","FAKE"
"8063","The health care reform bill is the largest tax increase in U.S. history.","health-care,taxes","Clarine Ollerhead","2017/10/26","FAKE"
"8064","The health care reform bill would make it mandatory absolutely require that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.","health-care","Peadar Hammill","2018/07/10","FAKE"
"8065","The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.","health-care,taxes","Broddie Darrigrand","2017/09/15","FAKE"
"8066","The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.","deficit,economy,health-care","Ralf Mortimer","2017/07/20","FAKE"
"8067","The health care reform plan being proposed in Congress would mean big tax increases.","health-care","Josiah Conechie","2018/08/13","FAKE"
"8068","The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.","health-care","Lydie Castaneda","2017/07/15","REAL"
"8069","The high-speed rail project would create 60,000-plus jobs for Floridians.","jobs,stimulus,transportation","Brod Disley","2018/02/24","FAKE"
"8070","The higher the education level, the more likely they are to vote Democratic.","elections,voting-record","Nichol Banat","2018/02/24","REAL"
"8071","The highest economic growth decade was the 1960s. Income tax rates were 90 percent.","economy,taxes","Georgi McLoney","2017/11/26","REAL"
"8072","The highest paid employee of the State of Rhode Island is a basketball coach.","education,sports,state-budget","Beverie Strickland","2018/02/26","REAL"
"8073","The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.","elections","Jeri Cammack","2017/12/18","REAL"
"8074","The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.","environment","Venita Dell'Abbate","2018/09/30","REAL"
"8075","The Hollywood celebrities endorsing Hillary Clinton are in many cases celebrities that arent very hot anymore.","candidates-biography","Marsiella Pyvis","2018/01/12","FAKE"
"8076","The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.","housing,income,taxes","Scarlet Ketteringham","2017/05/28","FAKE"
"8077","The HOPE scholarship has helped turn our University System into one of the best in the Southeast, with two institutions ranked in the top 20 of public universities in the country.","education","Myriam Swinfen","2017/01/10","REAL"
"8078","The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.","science","Nada Monks","2018/05/16","REAL"
"8079","The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.","economy,stimulus","Gwenni Blesli","2018/11/17","REAL"
"8080","The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.","congressional-rules,foreign-policy,history,legal-issues,military","Fergus Dearn","2018/02/19","REAL"
"8081","The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""","federal-budget,health-care","Darwin Banister","2017/06/18","FAKE"
"8082","The House of Delegates budget bill cuts $50 million from education.","corrections-and-updates,education,state-budget","Alicea Rasor","2017/08/01","REAL"
"8083","The House of Representatives does not have a prochoice majority.","abortion","Kalil Kitchener","2017/01/03","REAL"
"8084","The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.","history","Miriam Neno","2018/03/19","REAL"
"8085","The House of Representatives has never sued a sitting president in all of U.S. history.","congress,legal-issues","Nertie Lortz","2017/07/16","REAL"
"8086","The House of Representatives just voted 300-131 to remove country-of-origin labeling on chicken, pork, and beef sold in the U.S.","agriculture,trade","Max Gabbatt","2018/04/03","REAL"
"8087","The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it.""","federal-budget,stimulus","Evita Ringrose","2017/10/15","FAKE"
"8088","The House passed cut, cap and balance with bipartisan support.","bipartisanship,federal-budget","Jesus Johanchon","2018/10/27","FAKE"
"8089","The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.","abortion,public-health","Alvina Robardley","2018/05/28","FAKE"
"8090","The immigration bill includes free Obamacars, motorcycles or scooters.","immigration,transportation,welfare","Judye Meedendorpe","2017/07/12","FAKE"
"8091","The immigration proposal from the Gang of Eight is not amnesty.","immigration","Karol Creevy","2017/01/30","FAKE"
"8092","The impact of the 2010 federal health care legislation will be huge on Georgia.","health-care","Burnaby Butting","2017/01/26","REAL"
"8093","The incandescent light bulb has no effect whatever on the planet.","energy,government-regulation,market-regulation","Violet MacPharlain","2018/07/22","FAKE"
"8094","The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.","public-safety","Alvina Dignan","2017/07/19","FAKE"
"8095","The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged.","economy,income","Bord MacMakin","2017/04/27","REAL"
"8096","The income tax that started at 2 percent under Governor Byrne is now 9 percent.","income,taxes","Graig Capron","2017/05/29","FAKE"
"8097","The incoming Republican freshman class well, its no ordinary group: nearly half of its roughly 80 members have never served in elective office before.","public-service","Leigh Halsall","2017/07/21","FAKE"
"8098","The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.","city-government,debates,environment,government-efficiency","Gilbert Reijmers","2018/12/12","FAKE"
"8099","The infant mortality rate is 15 percent higher in states with right-to-work laws.","labor","Hester Fallens","2018/08/19","FAKE"
"8100","The insurance commissioner cant do squat about health care.","health-care","Nedi Pinare","2018/09/01","REAL"
"8101","The insurance industry is actually run by mostly Democrats.","health-care","Philipa Haddrill","2018/01/26","FAKE"
"8102","The insurance risk corridors arent going broke like Republicans predicted.","health-care","Courtnay Risebrow","2018/05/23","FAKE"
"8103","The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget.","federal-budget,military,abc-news-week","Eilis Rudram","2018/12/28","REAL"
"8104","The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived.","energy,environment,oil-spill","Drake Sharer","2018/11/23","REAL"
"8105","The Interior Department is in charge of salmon while theyre in fresh water, but the Commerce Department handles them when theyre in saltwater.","environment,government-efficiency,water","Gaby Schowenburg","2018/12/02","REAL"
"8106","The InterLink at T.F. Green Airport is the closest air-rail link in the country.","infrastructure,transportation","Hurlee Bartoszewski","2017/06/05","FAKE"
"8107","The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.","taxes","Philipa Haddrill","2017/08/18","REAL"
"8108","The Internal Revenue Service spent $60,000 on a Star Trek training video.","federal-budget","Gaby Schowenburg","2018/10/05","FAKE"
"8109","The Iran deal says that if any other country tries to undermine (Irans) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.","foreign-policy,israel,terrorism","Wendel Rubinowicz","2017/10/29","FAKE"
"8110","The Iran deal trusts the Iranians to inspect themselves.","foreign-policy,nuclear","Avram Latliff","2017/06/27","FAKE"
"8111","The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.","foreign-policy,nuclear","Baryram Muller","2017/02/21","FAKE"
"8112","The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.","corrections-and-updates,foreign-policy,nuclear","Min Rabat","2018/11/23","FAKE"
"8113","The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.","foreign-policy,nuclear","Zared Searles","2018/01/28","REAL"
"8114","The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons.","foreign-policy","Hayley Jedrzejewicz","2018/08/18","FAKE"
"8115","The Iraq war has been ""our longest war.""","history,iraq,military","Clayson Giddons","2018/05/09","FAKE"
"8116","The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.","elections,taxes","Krishnah Toomer","2018/11/24","FAKE"
"8117","The IRS doesnt have to prove something against you ... youve got the burden of proof.","legal-issues,taxes","Abraham Leverson","2018/01/12","REAL"
"8118","The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills.","candidates-biography,message-machine","Davon Ruckert","2018/03/28","REAL"
"8119","The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.","health-care,pundits","Yuma Camelli","2018/07/11","REAL"
"8120","The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.","health-care,privacy,taxes","Sena Woodhams","2018/03/08","FAKE"
"8121","The IRS is going to be in charge of our health care.","health-care,taxes","Gracie Shefton","2017/07/21","FAKE"
"8122","The IRS will have the ability potentially to deny or delay health care.","health-care,taxes","Melessa Limpertz","2017/02/15","FAKE"
"8123","The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va.","terrorism","Dorian Hove","2017/10/10","FAKE"
"8124","The Islamic State just built a hotel in Syria.","terrorism","Keeley Murney","2017/09/08","FAKE"
"8125","The Islamic State, or ISIS, was cast off by al-Qaida because it was considered too extreme.","iraq,terrorism","Haily Cuffley","2017/05/06","REAL"
"8126","The Jewish holiday Purim is ""their version of Halloween here.""","religion","Edouard Hundall","2017/04/13","FAKE"
"8127","The jobs bill includes President Obamas tax on soup kitchens","economy,jobs,taxes,workers","Wald Doyley","2017/06/27","FAKE"
"8128","The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.","pop-culture,pundits","Hester Fallens","2018/08/06","REAL"
"8129","The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.","pensions","Colver Satchel","2017/09/28","REAL"
"8130","The Justice Departments Fast and Furious gun-walking program started in the Bush administration.","guns","Dallas Sellman","2017/01/27","FAKE"
"8131","The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.","transportation","Welby Cianni","2017/09/09","FAKE"
"8132","The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially, it would be Wisconsins biggest taxpayer.","gambling,jobs,state-budget,taxes","Papagena Eardley","2017/02/11","REAL"
"8133","The Keystone oil pipeline would employ 20,000 people in the United States.","climate-change,energy,jobs","Catherine Giottini","2017/02/20","FAKE"
"8134","The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.","campaign-finance,corporations,corrections-and-updates,elections","Shay Krier","2017/01/31","FAKE"
"8135","The Koch brothers are one of the biggest polluters in the country.","environment","Janos Dysart","2018/03/24","REAL"
"8136","The Koch Brothers are spending more money than either the Democratic or Republican parties in the 2016 elections.","campaign-finance,elections","Sianna Billings","2017/03/30","FAKE"
"8137","The Koch brothers are the richest people in the world. Individually, theyre only fifth. Put them together theyre the richest in the world.","campaign-finance","Miles Holleworth","2017/01/12","REAL"
"8138","The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.","campaign-finance,elections","Pamella Schuelcke","2017/09/04","REAL"
"8139","The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.","energy,environment","Dorita Tuberfield","2017/05/06","FAKE"
"8140","The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.","economy,jobs","Bianka Learie","2017/11/29","REAL"
"8141","The labor market is weak because if you count the unemployed, underemployed, and those whove stopped looking for work, the unemployment rate actually went up last month to 13.5 percent.","jobs,pundits,workers","Hervey Greated","2017/09/29","FAKE"
"8142","The labor participation rate is at an all-time low.","economy,jobs","Rozanne Huckle","2018/12/16","FAKE"
"8143","The lack of an automatic braking system that could have prevented the Philadelphia Amtrak crash wasnt driven by a lack of funding. It just takes a while. They (Congress) just passed it in the recent past.","infrastructure,transportation","Angus Enriques","2018/11/19","FAKE"
"8144","The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.","education,jobs","Frannie Headly","2018/05/16","FAKE"
"8145","The largest enterprise in the world is the federal government of the United States of America","china,corporations,federal-budget,public-service,workers","Marwin Armell","2018/05/29","FAKE"
"8146","The largest low-wage employer is not McDonalds or Walmart but the U.S. government.","corporations,federal-budget,jobs","Alvina Robardley","2017/04/02","FAKE"
"8147","The largest number of bankruptcies in our country are really as a result of health care.","bankruptcy,economy,health-care","Leanna Broadfoot","2018/06/05","FAKE"
"8148","The largest number of gamblers are from the poorest segments of the population.","gambling,poverty","Consalve Boarder","2018/07/20","FAKE"
"8149","The last Christians are about to leave Iraq.","iraq,religion","Tarrance Arnao","2017/02/20","FAKE"
"8150","The last six polls, including this week's Time magazine, show that I beat John McCain by six or seven points.","elections","Quintus Tittershill","2017/10/18","REAL"
"8151","The last three days of early voting happen to be the most populated days of voting that we have in early voting.","elections","Saxon Rennocks","2018/01/01","REAL"
"8152","The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.","elections","Ralf Mortimer","2017/08/26","REAL"
"8153","The last time Republicans held hostage a resolution to ensure that our countrys bills were paid cost us more than $1 billion in added interest and slowed the economic recovery.","bipartisanship,debt,federal-budget","Olenolin Wolfarth","2018/12/01","FAKE"
"8154","The last time there was a sustained surge of confidence in governments competence was under Ronald Reagan.","history,polls","Shirlee Nettles","2018/12/28","FAKE"
"8155","The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.","jobs","Eldon Elgy","2017/04/10","FAKE"
"8156","The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.","health-care,polls","Yuma Peetermann","2017/03/17","FAKE"
"8157","The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.","economy,jobs","Jarret Limbourne","2017/05/21","FAKE"
"8158","The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.","diversity,economy,workers","Bent Carillo","2018/05/03","REAL"
"8159","The law has not established whether Rhode Island public employees have property rights to their pensions.","legal-issues,pensions,public-service,state-budget","Fiorenze Armell","2017/06/30","REAL"
"8160","The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'","economy","Bartholomew Burlay","2018/10/06","REAL"
"8161","The law says ... when a police officer stops you, do whatever he says and then deal with it later.","corrections-and-updates,crime","Catha Kleeman","2017/02/01","FAKE"
"8162","The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.","economy,jobs,taxes","Teressa MacCarter","2018/11/23","REAL"
"8163","The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.","candidates-biography,ethics,financial-regulation,legal-issues","Baryram Muller","2017/04/24","REAL"
"8164","The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.","iraq,terrorism","Drud Sharpus","2018/03/24","FAKE"
"8165","The left is blatantly attempting to disrupt Georgias elections.","elections","Ofelia Girt","2017/05/07","FAKE"
"8166","The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.","civil-rights,terrorism","Lilah Joskowicz","2017/12/18","REAL"
"8167","The Legislature needs to spend $500 million to shore up the pension fund this year and the next 28 years to keep it afloat.","pensions","Charlton Danbye","2018/11/23","FAKE"
"8168","The Legislature passed Gov. Walkers so-called property tax relief bill, but the Republicans are still raising your property taxes.","city-government,county-government,education,state-budget,state-finances,taxes","Bearnard Handrock","2018/07/10","FAKE"
"8169","The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.","baseball,corporations,economy,state-finances,voting-record","Evita Ringrose","2017/10/26","REAL"
"8170","The LGBT community is more often the victims of hate crimes than any other recognized group.","crime,gays-and-lesbians","Mufi Baskett","2018/12/02","REAL"
"8171","The Libertarian Party is the third-largest political party in the U.S.","elections","Shelley Courtonne","2017/08/25","FAKE"
"8172","The lifespan of the average American is less than that of people in nations that spend far less (on health care). ... To put it bluntly, we spend more and die sooner.","health-care","Shelley Courtonne","2018/10/26","REAL"
"8173","The list of voters that North Carolina Republicans tried to purge was two-thirds black and Democratic.","elections","Dynah Aston","2018/10/26","FAKE"
"8174","The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.","deficit,federal-budget","Edgar Cordelle","2018/04/03","FAKE"
"8175","The major immigration issue was about Poles, and Bulgarians, and Romanians, and that they werent contributing economically. The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.","economy,immigration,jobs","Kylila Jillard","2017/05/19","REAL"
"8176","The majority actually want single-payer health care.","health-care","Jourdan Stopp","2017/05/03","FAKE"
"8177","The majority last quarter of Sherrod Browns campaign contributions came from outside of the state of Ohio.","campaign-finance,elections","Sal Fackrell","2017/10/12","FAKE"
"8178","The majority of (the American people) voted for a Democratic House.","congress,elections","Tilly Carl","2018/01/06","REAL"
"8179","The majority of Americans are conservatives.","corrections-and-updates,polls","Cristian Duthie","2018/01/08","FAKE"
"8180","The majority of Americans now doubt that our children will have a better future.","polls","Letizia Terrans","2017/05/04","FAKE"
"8181","The majority of Austinites rent the places they live.","city-budget,city-government,taxes","Sterne Molloy","2018/10/18","REAL"
"8182","The majority of people in polls do not support Obamacare.","corrections-and-updates,health-care,polls,pundits","Dorella Flag","2017/03/23","FAKE"
"8183","The majority of public funding for the Marlins stadium came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.","baseball,city-budget,county-budget","Katerina Jennemann","2018/01/17","FAKE"
"8184","The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.","gambling,jobs","Christina Prop","2017/12/16","FAKE"
"8185","The majority of teams (are) now spending their dollars on the offensive side of the football.","sports","Tyne Sindle","2018/06/10","REAL"
"8186","The majority of the Hispanic population and the growth (of the population) is U.S.-born.","immigration","Jacquenetta Lee","2018/02/02","REAL"
"8187","The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.","immigration,legal-issues,marijuana","Cynde Petigrew","2018/03/15","FAKE"
"8188","The majority support (raising) the minimum wage.","economy,elections","Dyann Ferrea","2017/10/09","REAL"
"8189","The man who killed a motorist who fatally struck a 2-year-old was back on the street because he had received a 13-year sentence for bank robbery but only served two years.","crime,criminal-justice,guns","Erl Thunnerclef","2017/06/10","FAKE"
