Text;Text_Tag;Author;Date;Label
Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.;education,state-budget;Flem Idale;2018/03/29;FAKE
Says the New York Times can write a story that they know is false yet they cant basically be sued.;legal-issues;Saidee Benjamin;2018/04/05;FAKE
More Texans have new jobs today than the entire population of Fort Worth.;economy,jobs;Miguel Wyre;2018/04/28;REAL
Says Oregon recyclers cant recycle plastic bags;environment;Roxy Bazylets;2018/10/19;FAKE
Says Mark Warner has supported restrictions on veterans second amendment rights.;guns,voting-record;Hastings Tomczykowski;2018/03/29;REAL
Says U.S. Senate candidate Joni Ernst signed a pledge that protects tax breaks for companies that ship jobs overseas.;corporations,taxes;Ethyl Whitwood;2018/07/15;FAKE
His biography says he was the top ROTC officer in the nation.;candidates-biography;Cristabel Colleton;2017/01/16;REAL
Says he could be the first president in modern history to be outspent.;campaign-finance,history;Mirelle Colquyte;2018/09/18;FAKE
The IRS doesnt have to prove something against you ... youve got the burden of proof.;legal-issues,taxes;Abraham Leverson;2018/01/12;REAL
Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year.;education;Gustie Prendeguest;2017/06/06;FAKE
From 2014 to 2015, Austins murder rate is up a whopping 83 percent.;city-government,crime,criminal-justice;Alexei Cadogan;2018/10/29;FAKE
It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so.;privacy,terrorism;Hatty Cowton;2017/03/14;REAL
"Hillary Clinton was against setting a deadline for withdrawal, but now she wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.";iraq;Irita Mayman;2017/01/05;FAKE
In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there.;job-accomplishments;Willy Fordyce;2018/06/05;REAL
In this bill that Ive just signed, we dont cut anybodys salary. We dont take away their pension. And we dont destroy their health care.;government-efficiency,labor,state-budget;Abdul Beadle;2017/01/30;FAKE
"The United States is ""seeing greater income inequality now than any time since the 1920s.""";economy;Chauncey Reaman;2018/10/07;REAL
My 7-step plan creates 700,000 jobs in 7 years.;economy,government-efficiency,state-budget,taxes;Rosabella South;2018/07/27;REAL
(U.S. Rep. Jack Kingston) voted to fund (Obamacare).;health-care;Clarence Perelli;2017/11/05;FAKE
The United States Senate Democrats and Republicans (voted) to keep our government open.;congressional-rules,federal-budget,health-care;Otha Springett;2017/04/01;FAKE
In Ferguson, Mo.,youve got threeblack officers and 50 white officers with a town that is 67 percent African-American.;crime,public-safety;Alva Smieton;2017/10/11;REAL
The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.;state-budget,state-finances;Waite Spurling;2018/10/29;FAKE
Says Republican U.S. Rep. Bob Dold continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.;guns;Correna Been;2018/04/21;FAKE
Says some Wisconsin state employee contracts gave some employees $4 for bringing in their own lunch.;labor,state-finances;Hana Moynihan;2018/11/19;REAL
More than 50 percent of immigrants from (El Salvador, Guatemala and Honduras) use at least one major welfare program once they get here.;immigration,welfare;Laryssa Madgett;2018/03/20;REAL
In the Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.;economy,jobs;Eamon Brabbs;2017/03/12;FAKE
Amniocentesis, does, in fact, result more often than not in this country in abortion.;abortion,health-care,public-health;Hana Moynihan;2017/12/29;FAKE
The government is going to tell Americans they need to replace functioning stoves in their homes with government-certified stoves and use taxpayer dollars to do so.;cap-and-trade,climate-change,energy,environment;Lyndel Gilmartin;2018/06/16;FAKE
Mr. Warren compared same-sex couples to incest.;gays-and-lesbians,religion;Kennith Hicks;2017/10/31;FAKE
Says Ted Cruzswife Heidi will be the very first pro-life first lady.;abortion;Liliane Kivits;2017/12/09;REAL
Says we got a chance to pass what I think is Oregons first human trafficking bill which has increased by 66 percent the calls to the human trafficking hotline.;human-rights;Minnnie Bellefonte;2018/01/12;FAKE
"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.";foreign-policy;Neilla Tallant;2017/06/02;FAKE
"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""";bankruptcy,economy,financial-regulation,transportation;Tarrance Arnao;2017/07/13;FAKE
Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.;economy,jobs;Fayre Presslie;2018/09/07;REAL
From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.;taxes;Carolann Cathersides;2017/04/22;REAL
John Boehner has called for repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.;stimulus,taxes,abc-news-week;Amalie Balcock;2018/04/23;FAKE
Two-thirds of the federal budget is permanent law ... its permanently appropriated.;debt,federal-budget,health-care,medicaid,medicare,social-security;Ced Beck;2017/04/22;REAL
States with the most gun laws tend to have the fewest gun deaths.;corrections-and-updates,guns;Mufi Baskett;2018/07/16;REAL
Says Obama broke his promise to help homeowners facing foreclosure.;economy,housing,message-machine-2012;Darn Mateja;2017/10/21;REAL
Most women, including 98 percent of Catholic women, have used contraception.;families,health-care,religion;Torin Dowles;2018/06/01;REAL
The average age of first marijuana use is 12.;drugs,government-regulation,health-care,legal-issues,marijuana,market-regulation,states;Yuma Skilton;2018/08/09;FAKE
The United States is 65th out of 142 nations and other territories on equal pay.;jobs,women;Raeann Bettanay;2017/12/21;FAKE
Ive never supported a payroll tax.;taxes;Petronia Fazakerley;2017/02/28;FAKE
Since Barack Obama became president of the United States, 95 percent of economic gains have been made by the richest 1 percent.;income;Sascha Hamblen;2017/01/26;REAL
Obama never held a single Senate hearing on Afghanistan.;foreign-policy;Gayler Kettlewell;2018/08/01;REAL
On serving out his gubernatorial term;elections;Nanette Baumler;2018/01/24;FAKE
More people in this country have seen UFOs than I think approve of George Bush's presidency.;bush-administration;Wilie Pentelo;2017/07/15;FAKE
President Obama is a Muslim.;candidates-biography,obama-birth-certificate,religion;Shannen Morilla;2017/01/24;FAKE
Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.;jobs;Cortney Bengochea;2017/06/15;FAKE
You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.;history,homeland-security,legal-issues,transparency;Alric Swash;2017/07/20;FAKE
The Supreme Court said the individual mandate is a tax. So its a tax.;health-care,legal-issues,taxes;Jobina Dron;2017/08/09;REAL
More than 43 percent of all food stamps are given to illegals.;immigration;Cristabel Colleton;2018/04/28;FAKE
The United States ranks second worst in income inequality across developed countries, after taxes and transfers.;economy,income,wealth;Rochella Howkins;2017/02/15;REAL
Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors;campaign-finance;Goldie Fairlam;2017/05/02;REAL
Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.;ethics;Corey Godilington;2018/12/17;REAL
Says Ohio Treasurer Josh Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.;government-efficiency,job-accomplishments;Emmett Ateggart;2017/03/13;FAKE
The studies have shown us that [drug testing for welfare recipients] will be saving us money;children,drugs,economy,families,florida,government-regulation,hunger,marijuana,poverty,state-budget,state-finances;Coraline Conford;2017/10/29;FAKE
Says Mitt Romney has said different things about whether global warming is caused by humans;cap-and-trade,climate-change,energy,environment,message-machine-2012;Emlynne Chattelaine;2018/04/12;REAL
@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.;civil-rights,elections,immigration;Sean Giacobelli;2017/05/11;REAL
This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.;climate-change,federal-budget,science,weather;Creighton Simmank;2017/10/20;FAKE
Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program.;bipartisanship,health-care,medicaid;Lorne Agass;2018/01/12;REAL
Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.;legal-issues;Shoshanna Zamboniari;2017/06/12;FAKE
The deal to raise the federal debt limit created the largest debt ceiling increase in Americas history.;federal-budget;Gardiner Rayner;2018/01/01;REAL
Obamacare (hit) Americans with over $500 billion in new taxes.;candidates-biography,federal-budget,health-care,message-machine-2012,taxes;Dallas Sellman;2018/04/06;FAKE
"Georgia has ""a dropout rate thats higher"" than Alabama's.";education,message-machine;Merola Cobson;2018/04/10;REAL
Says Obama flip-flopped on warrantless wiretapping.;terrorism;Delia Boich;2018/07/16;REAL
A company with 20 employees could go out of business because of health care law requirements to buy insurance.;health-care,small-business;Holt Southern;2018/01/28;FAKE
A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.;education;Wilfred Yeats;2017/09/27;REAL
3,000 teachers lost their jobs when (Crist) was governor.;economy,education,stimulus;Wilhelm Clemett;2018/06/18;FAKE
Barack Obama hasn't passed any (bills).;job-accomplishments;Willem MacGaffey;2017/02/03;FAKE
Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.;candidates-biography;Aurelia Bischop;2018/04/15;REAL
60 percent of people on food assistance are working.;economy,welfare;Claudette Croux;2018/10/25;REAL
On switching parties.;elections;Neall McShirrie;2017/03/23;FAKE
Says Gov. Pat McCrory tried to cut education funding to its lowest budget share in over 30 years.;candidates-biography,education,campaign-advertising,state-budget,states;Susana Pavlitschek;2017/11/05;FAKE
Says Mitt Romney flip-flopped on gun control.;guns,message-machine-2012;Mord Heales;2018/01/26;REAL
Says Texas school districts are the fifth largest employers in the world.;corporations,education,small-business,workers;Susannah Newart;2018/01/31;FAKE
Says Rick Scott cut education by over a billion dollars, meaning thousands of teachers lost their jobs and class sizes went up.;children,education,message-machine-2014,state-budget;Geri Heighway;2018/11/24;FAKE
Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.;iraq;Lula Akrigg;2017/09/22;FAKE
Protesters attacked the groups headquarters with graffiti on the sidewalk and stenciled images smeared on the building and statue.;labor,state-budget;Reynard Giorgiutti;2017/12/17;FAKE
Says Paul Ryan voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasnt paid for.;afghanistan,deficit,federal-budget,health-care,iraq,taxes;Orv Pettersen;2017/07/30;REAL
Women fill two-thirds of minimum wage jobs.;workers;Horatia Klulisek;2018/11/19;REAL
Amendment 4 will reduce Floridas economic output by $34 billion annually.;economy,elections,florida-amendments;Florri Tapsell;2018/07/03;FAKE
Its the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasnt a court order.;elections,redistricting;Patricia Guillerman;2017/06/27;REAL
We lost more jobs in this great recession than the last four recessions combined.;economy,jobs,labor,abc-news-week;Tiler McCorkell;2017/02/22;REAL
Its just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.;energy,environment;Maribelle Linstead;2017/08/09;FAKE
Mequon and Milwaukee have the highest disparity of income in the country.;income;Caye Jeannesson;2017/08/24;FAKE
Says Barack Obama robbed Medicare (of) $716 billion to pay for ... Obamacare.;federal-budget,history,medicare,retirement;Dorice Allchorn;2018/12/01;FAKE
The largest low-wage employer is not McDonalds or Walmart but the U.S. government.;corporations,federal-budget,jobs;Alvina Robardley;2017/04/02;FAKE
Joe Sestak ... even wants to bring back the death tax, letting the IRS take half of your savings when you die.;message-machine,taxes;Mar Houseman;2017/12/26;FAKE
Budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs.;deficit,economy,federal-budget,jobs;Adeline Gervaise;2017/08/15;REAL
Florida ranks first in the nation for access to free prekindergarten.;children,education;Griz Callaghan;2017/11/11;REAL
The average CEO makes $10,000 more every day ... than what the average worker makes every year.;economy;Garret Biesty;2018/11/17;FAKE
When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.;foreign-policy;Cherice Kienzle;2018/03/23;REAL
You go down to Miami and when its flooding at high tide on a sunny day, fish are swimming through the middle of the streets.;climate-change;Moyra Struthers;2018/09/23;FAKE
Republican plan to extend Bush tax cuts would double deficit projections going forward for the next couple of decades.;deficit,federal-budget,taxes;Ailsun Aven;2018/05/15;REAL
In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the world.;candidates-biography,foreign-policy,history,states;Sal Fackrell;2018/10/06;FAKE
In Florida, Sen. Bill Nelson ... got a $25 billion to $30 billion carve-out for Medicare Advantage patients in their state.;florida,health-care,medicare;Tabitha Snuggs;2017/07/25;FAKE
Says taxpayer resources are being used to facilitate private political agendas through automatic payroll deduction of union dues.;labor,state-budget;Oliy Edgler;2018/01/31;FAKE
"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.""";taxes;Janifer Weatherdon;2018/07/03;FAKE
Rob Portman has taken more than $125,000 from Big Oil.;elections;Emmett Ateggart;2017/05/22;REAL
Chicago Public Schools lead the country in high school graduation of an urban school system, match the United States of America in kids graduating high school going on to a four-year college, and are producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.;education;Ginevra Warre;2018/03/25;REAL
The states that are doing better are the ones that have no state income tax.;taxes;Alvina Robardley;2017/01/07;FAKE
The Legislature passed Gov. Walkers so-called property tax relief bill, but the Republicans are still raising your property taxes.;city-government,county-government,education,state-budget,state-finances,taxes;Bearnard Handrock;2018/07/10;FAKE
Says 50 percent of millennials dont associate with any political party.;elections,polls;Benedick Alennikov;2017/04/24;FAKE
Says Ron Johnsons company got government loans and a grant to help expand his business;message-machine;Baxy Pannett;2018/11/06;FAKE
Says the Security Against Foreign Enemies Act of 2015 would not pause the resettlement of Syrian refugees in the United States.;immigration;Bianka Learie;2017/11/05;FAKE
Says Travis County, home to Austin, is the most liberal county in the United States.;polls;Boycey Hynard;2018/01/25;FAKE
Did you know under President Obama family health care premiums have increased $4,154 on the average?;health-care;Olivette Harragin;2018/10/06;FAKE
Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.;state-budget;Juline Petrik;2017/12/03;REAL
Medicaid expansion isnt necessarily a very popular issue on the street.;medicaid;Augustina Featherstonhaugh;2018/01/31;FAKE
"Obama ""voted against funding our troops.""";military;Ursala Ettridge;2017/01/30;FAKE
Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation before filing a lawsuit against the health care reform law.;florida,health-care,legal-issues;Gayla Mityashev;2017/09/02;REAL
In the Paula Jones case, Bill Clinton paid an $850,000 penalty.;ethics,legal-issues;Aubrey Swaffer;2018/01/12;FAKE
Says Alex Sink supported higher property taxes.;taxes;Adelind Veighey;2018/05/25;FAKE
The top 1 percent pay 45 percent of all taxes in the country.;taxes;Joshia Cardenas;2017/02/01;FAKE
Says John Kitzhaber wants a sales tax so people without jobs pay taxes.;jobs,message-machine,taxes;Stan Charte;2018/02/13;FAKE
If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, were going to reduce CO2 by less than 1 percent.;climate-change,energy,environment;Quinta McInulty;2017/06/13;FAKE
Says Russ Feingold said that with Obamacare, we could keep our doctors and our plans, it was rated as the Lie of the Year.;candidates-biography,government-regulation,health-care;Gabe Ivashkin;2018/04/16;REAL
Says his patents in ultrasound have revolutionized modern medicine.;health-care;Jeralee Geldart;2018/03/10;FAKE
Says Houston is home to more doctors, more nurses, more researchers than any other place in the world.;health-care,medicaid,public-health;Harley Ryves;2017/10/15;FAKE
Every dollar spent in the new Obamacare system ... goes to private-sector insurance companies.;health-care;Charlton Danbye;2018/08/19;FAKE
Three of five detainees swapped (for Bowe Bergdahl) are now ISIS leaders.;foreign-policy,military,terrorism;Juline Petrik;2017/04/30;FAKE
Under Maggie Hassans leadership, we increased state spending in the middle of the great recession by 24 percent leading up to and following it.;state-budget;Zita Hurley;2018/05/16;FAKE
The first tweet was sent from Austin.;city-government,corporations,history,technology;Margette Choppin;2018/12/02;FAKE
Texas has the sixth-highest property taxes in the nation.;taxes;Rodi Gidman;2017/12/24;REAL
Says the largest tax increase in American history is set to occur on January 1st unless President Obama and Congress can come to an agreement.;history,taxes;Trevar Lovart;2018/01/06;FAKE
Says Bill White didnt pay taxes while earning $133,600 annual salary as deputy secretary of energy.;taxes,transparency;Toddy O'Quin;2017/05/26;FAKE
The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.;corporations,economy,jobs,taxes;Chauncey Dybald;2017/05/19;REAL
For every $1 spent on mitigation, $4 in post-storm cleanup and rebuilding is saved.;government-efficiency;Calla Rounding;2017/07/27;REAL
Our tax code is . . . 80,000 pages.;economy,government-efficiency,government-regulation,taxes;Levy Rawlin;2018/06/12;FAKE
"Blue Cross headquarters has ""a $30,000 granite table.""";corporations,economy,health-care;Alleen Whitmore;2018/06/01;FAKE
President Barack Obama is ending Medicare as we know it.;health-care,medicare;Tim Franc;2017/10/09;FAKE
We jumped 11 places since beginning this year in terms of being job-friendly.;economy;Pamella Schuelcke;2018/03/25;REAL
Says Fox News gave Republicansenators twice the air time as Democrats during a hearing about theIslamic State.;foreign-policy;Lorri Boichat;2017/03/18;REAL
Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.;agriculture,economy,government-regulation,taxes,wealth;Caralie Franklen;2018/03/13;FAKE
Rigells car dealership made over $400,000 off the Cash for Clunkers bailout.;stimulus;Levin Ernke;2018/12/06;FAKE
Says the Obama administration is handing out a pamphlet titled, What To Do When The Veteran In Your Classroom Attempts A Mass Shooting;corrections-and-updates,education,guns,military,veterans;Violante Kibbe;2017/04/02;FAKE
Speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS.;terrorism;Nels Hubback;2018/02/23;REAL
Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.;occupy-wall-street;Isidor Foxley;2018/01/10;FAKE
Ive been involved in prosecuting a terrorist member of ISIS.;crime,criminal-justice,foreign-policy,terrorism;Jayne Blasl;2018/11/10;FAKE
It costs about $40,000 a year for a homeless person to be on the streets.;poverty;Emilia Comiam;2018/01/15;REAL
The amount of interest paid on the federal debt exceeds total tax revenue.;corporations,debt,federal-budget,taxes;Lucius Humbatch;2017/10/24;FAKE
I did not say that I would not have them [Muslims] in my Cabinet.;islam,religion;Odie Daviddi;2017/08/24;FAKE
The national debt grew an estimated$15 billion last weekend.;deficit,economy;Neall McShirrie;2018/08/23;REAL
The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.;education,immigration;Donalt Padula;2017/06/12;REAL
If I have affordable coverage in my workplace, Im not eligible to go into the marketplace. ... Its illegal.;health-care;Lydie Castaneda;2018/07/25;FAKE
Says Donald Trump has supported a Canadian-style universal health care system.;elections;Eldon Elgy;2017/06/13;REAL
Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.;pensions,state-budget,taxes,unions;Allina Burrel;2018/08/11;FAKE
Says a lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.;patriotism;Shay Krier;2017/11/20;FAKE
Says Austin voters can approve seven bond propositions without raising taxes.;elections,taxes;Haroun Resdale;2017/10/15;FAKE
US: Change in Income, 2009-13. Top 1%: +31.4%. Bottom 99%: +0.4%.;economy;Quinn Wilsone;2018/09/22;REAL
"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.""";iraq;Janine Walenta;2017/04/22;REAL
Says Ann Kirkpatrick votes with her party nearly 90 percent of the time.;voting-record;Nelia Treadway;2018/06/05;REAL
I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.;candidates-biography;Jenn Blakeway;2018/06/12;REAL
Our companies are moving into Mexico more than almost any other place right now.;foreign-policy,trade;Violante Haggerstone;2018/03/27;FAKE
Allowing all Bush income tax cuts to expire on Dec. 31 will amount to the largest tax increase in the history of America.;taxes;Tiffany Gallatly;2017/03/07;FAKE
Says Hillary Clintons State Department approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation.;corrections-and-updates,ethics,foreign-policy;Keenan Arrighini;2017/11/05;FAKE
Most Americans live within 50 miles of a nuclear power plant.;energy,nuclear,public-safety,pundits;Delia Boich;2018/04/19;REAL
In the past four or five presidential elections, people who poll high at the beginning are not the people who end up being the nominees.;elections,job-accomplishments,polls;Wallie Gadd;2018/12/09;FAKE
Under President Barack Obama, the United States has doubled our exports.;economy,trade;Joya Pietroni;2018/04/01;FAKE
A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.;federal-budget;Lydie Castaneda;2018/09/22;FAKE
Says President Barack Obamas debt commission recommended converting Medicare to a system where Medicare participants are given a voucher to purchase insurance in the private market.;deficit,federal-budget,medicare;Yvon De Laspee;2018/10/03;FAKE
The last time there was a sustained surge of confidence in governments competence was under Ronald Reagan.;history,polls;Shirlee Nettles;2018/12/28;FAKE
"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""";economy;Josephina Huntall;2018/09/03;FAKE
Senator Obama has, in fact, never had a serious Republican challenger.;elections;Janifer Weatherdon;2017/02/01;REAL
The birther movement was started by Hillary Clinton in 2008. She was all in!;obama-birth-certificate;Katerina Jennemann;2017/04/27;FAKE
The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.;energy,environment;Dorita Tuberfield;2017/05/06;FAKE
Here in Wisconsin, weve put in previous budgets more money into mental health services than any governor has in the last 25 years.;health-care,public-health,state-budget,terrorism;Paolina Wimlet;2017/11/26;REAL
Surveys of teens in high school reveal that knowing a classmate who sells cannabis is 90 times more common than knowing a classmate who sells alcohol.;children,crime,drugs,education,marijuana,polls,public-health,pundits;Herbie McTrustram;2017/03/17;FAKE
For every extra year that a girl stays in secondary school, her chance of getting infected with HIV/AIDS decreases by half.;education,foreign-policy,public-health,women;Lyndell Deavin;2017/10/07;REAL
In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.;social-security;Christina Prop;2017/07/25;FAKE
The InterLink at T.F. Green Airport is the closest air-rail link in the country.;infrastructure,transportation;Hurlee Bartoszewski;2017/06/05;FAKE
Says Texas proved in court that more than 200 dead people voted in the latest Texas election.;elections;Jarib Crippes;2018/01/26;FAKE
Says Sal Esquivel wants a 5 percent state sales tax on groceries.;taxes;Brod Disley;2017/04/05;FAKE
This is not a joke: the president wants to house illegal aliens on our nations military installations.;children,immigration,military;Lazarus Bostock;2017/11/07;REAL
In the United States alone we lose more than 3,000 people a day to cancer.;health-care,public-health,science;Melessa Limpertz;2018/06/28;FAKE
Regulations are an endemic weakness in government -- so old that Thomas Jefferson listed this problem among his charges against the King of England in the Declaration of Independence.;government-efficiency,history;Jeri Cammack;2018/04/12;FAKE
Says Hillary Clinton has called for a radical 550 percent increase in Syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from.;foreign-policy,homeland-security,human-rights,immigration,terrorism;Jeannette Fegan;2018/12/14;FAKE
Gov. Chris Christie caused a 4.1 percent increase in property taxes in 2010, marking the highest increase since 2007.;taxes;Dru Isgar;2017/04/10;FAKE
Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.;economy,elections,history,jobs,labor,workers;Charlotte Dracksford;2018/04/06;FAKE
An iron ore mine in northern Wisconsin could operate for 100 years and generate billion of dollars in economic activity.;jobs;Mattias Halifax;2017/06/30;REAL
Says over 25 percent of the Texas budget funds services to non-U.S. citizens.;economy,immigration;Issiah Lavall;2018/05/09;FAKE
Says Hillary Clinton has promised to raise taxes by $1 trillion dollars.;corrections-and-updates,campaign-advertising,pundits,taxes;Barri Beilby;2017/04/27;FAKE
People come here to have babies. They come here to drop a child. Its called drop and leave.;health-care,immigration,legal-issues;Michal Workman;2018/05/15;FAKE
According to the state of Florida, you are almost twice as likely to be attacked by an alligator than by someone who happens to carry a conceal-and-carry permit.;animals,corrections-and-updates,crime,guns;Bernette Pointin;2018/04/07;FAKE
The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd.;education,labor,workers;Lorri MacAscaidh;2018/01/20;FAKE
The Arab and the Muslim nations get twice as much money as Israel.;foreign-policy,israel;Enriqueta Portinari;2018/08/19;REAL
@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.;public-safety,unions;Barbabra Collingdon;2017/10/15;REAL
If youre one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.;health-care;Ado Itzakson;2017/03/21;FAKE
Says state Sen. Alberta Darling is allowing mercury to harm our children because she voted against an electronics recycling bill.;environment;Vera Rickell;2018/04/05;FAKE
The vast, overwhelming majority of [crimes that occur with a firearm] are committed by people who dont legally possess that firearm in the first place.;crime,criminal-justice,guns;Neilla Tallant;2017/07/25;REAL
The Colorado caucus system for selecting Republican delegates is rigged.;elections,ethics,campaign-advertising;Myriam Swinfen;2017/07/21;FAKE
Over 80 percent of the people want the shot to vote on whether to approve same-sex marriage, according to polls.;civil-rights,gays-and-lesbians,marriage;Gwendolin Dolder;2017/07/30;REAL
USA is #1 in gun violence.;guns;Read Owthwaite;2017/03/03;FAKE
This bill allows Virginia to join about 23 other states that have an ultrasound procedure before an abortion.;abortion;Willem MacGaffey;2017/05/07;REAL
Every 28 hours an unarmed black person is shot by a cop.;crime,diversity,public-safety;Irma Jonas;2017/03/15;FAKE
Here's a man who brags about how he made the city safe. It was the Biden crime bill that became the Clinton crime bill that allowed him to do that.;crime;Hakeem Bruhn;2017/11/08;FAKE
Says the Constitution only requires her to tell the census how many people are in our home.;census;Lorri Boichat;2018/05/18;FAKE
You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.;environment,water;Brandtr Reddoch;2017/10/27;FAKE
From 2010-2014, median household income in Wisconsin has actually gone up 7.4 percent.;census,economy,families,income;Thomasine Martusov;2017/01/23;FAKE
Georgia lawmaker pushes bill banning creation of glow in the dark human-jellyfish hybrids.;science,states;Walliw Ince;2018/03/08;FAKE
This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.;crime,diversity,education;Nora Gianilli;2018/08/28;FAKE
San Antonio has seen 67% growth in water customers in the last 25 years, 0% more water used.;city-budget,city-government,water;Ursala Ettridge;2018/06/30;FAKE
Says up to a quarter of African Americans dont have government photo ID.;elections;Elvis Hatliffe;2018/10/28;REAL
Says Obamaexempted Congress and their staff from the full effect of the (health care) law.;health-care;Binky Leemans;2017/11/08;FAKE
President Obamas uncle and aunt are illegal aliens ... whove been allowed to stay in this country.;immigration;Frieda Kersting;2017/04/09;FAKE
Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.;elections,pundits;Germaine Ardern;2017/02/02;REAL
Abortion services are well over 90 percent of what Planned Parenthood does.;abortion,federal-budget;Ericka La Vigne;2017/06/02;FAKE
North Carolina spent almost as much as it spends on government rape crisis programs in a year to convene a special session for HB2.;criminal-justice,gays-and-lesbians,state-budget,women;Cassy Boggon;2018/01/03;FAKE
[U]nlike every other major transit system in the nation, MARTA has never received any significant, dedicated funding from the state of Georgia.;transportation;Claudette Croux;2017/05/17;FAKE
John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party.;elections;Judie Murkus;2018/07/16;FAKE
A federal judge said President Barack Obamas executive action on immigration is unconstitutional.;homeland-security,immigration;Derick Finey;2017/07/29;REAL
At $587 apiece, USA would need to bring home about 33.1 BILLION gold medals to pay off our national debt.;debt;Jesus Johanchon;2018/08/06;REAL
In other states (where illegal immigrants have been allowed to get drivers licenses) their insurance premiums for everybody have gone down.;economy,immigration,public-safety,market-regulation;Bonita Berzen;2017/05/17;REAL
I want to freeze interest rates for five years.;economy;Abbott Blasing;2017/08/22;FAKE
